Blog	web	lol	ryan	de	band	album	jesus	mommy	grant	haha	christ	hannah	data	daddy	lord	pics	james	tour	social	digital	mix	students	china	records	library	thankful	site	english	chinese	pray	damn	record	language	club	content	bus	elder	charlie	war	africa	pages	research	session	darling	search	conference	facebook	omg	difficult	mentioned	released	till	writes	radio	recent	hell	disease	trust	george	bill	review	google	current	grandma	members	president	michael	dj	author	wanna	study	dr	hehe	release	community	sold	color	gifts	davis	design	eventually	technology	suppose	report	university	national	apartment	article	presented	restaurant	honestly	french	challenge	youtube	character	scott	guitar	america	santa	file	previous	west	culture	easter	folks	miles	media	bike	annie	goal	yard	collection	station	issues	copy	south	el	police	sharing	blogs	similar	surgery	blessed	prayer	presentation	aunt	grace	program	software	mama	dont	heat	truck	film	hip	singapore	mood	king	results	training	lights	mail	image	dogs	babies	response	award	hop	machine	government	states	performance	david	flight	action	sea	sale	mission	grateful	bear	speaking	kate	scene	shit	tracks	families	brothers	october	built	crowd	im	links	blogspot	allowed	projects	interest	health	pic	tea	details	race	thanksgiving	concert	practice	camp	issue	purpose	tim	suddenly	events	writer	ball	ha	september	bags	success	candy	build	dropped	crying	york	images	halloween	cheese	common	gorgeous	result	hubby	tickets	ah	figured	malaysia	van	reminded	african	dave	comfortable	san	inspired	literally	million	items	society	org	gotta	river	yummy	football	drew	cross	popular	london	favourite	musical	north	flowers	named	painting	chris	bathroom	]	wide	cost	vacation	paint	expected	resources	nap	points	hall	forgotten	activities	november	source	airport	path	asleep	hearing	holy	huh	mad	comfort	shared	mountain	text	secret	covered	meal	progress	winner	bands	board	access	mess	possibly	shots	january	routine	fully	strength	continued	dan	originally	katie	christian	science	hadn	videos	slightly	reach	include	joined	delicious	lazy	describe	credit	chase	fat	changing	freedom	feelings	falling	lines	chose	accept	provide	checked	teaching	taught	skin	block	discovered	empty	pre	characters	island	kit	slept	classes	buying	visited	label	adventure	studio	jack	notes	tag	hahaha	cd	blast	related	lake	worried	blame	closed	barely	attended	legs	zone	crew	knowledge	quote	html	hill	member	lessons	sigh	teeth	application	manage	marriage	happiness	code	natural	glass	fashion	push	prepared	papers	prayers	extremely	lesson	background	pants	positive	ladies	los	festival	broke	checking	doubt	angry	east	hearts	letters	tend	steps	gold	attempt	rich	effect	thinks	twitter	couch	direction	desire	fans	student	swimming	beer	losing	chair	product	robert	seconds	handle	rules	subject	grade	readers	recorded	sugar	tom	presents	force	grand	friendly	storm	included	teach	schedule	jazz	term	fingers	visiting	joe	audience	returned	scary	oil	goodness	development	press	united	hungry	cousin	agree	county	political	animals	lie	wet	milk	uncle	respect	model	feed	driver	sight	cookies	artist	career	incredible	official	em	ends	passion	pack	mum	classic	shoot	topic	ma	material	hero	tools	traditional	attend	recipe	eve	familiar	bruce	grandpa	ft	cleaning	photography	shouldn	grab	farm	dry	position	fix	stars	department	key	fuck	bath	ass	ben	greatest	plenty	bread	contest	heading	para	dressed	sex	screen	february	lyrics	singer	pair	garage	soft	awhile	answers	laptop	rare	celebration	hmm
La Dolce Vita	0	0	0	41	6	1	0	0	0	1	1	0	0	0	3	0	0	0	13	1	1	0	3	0	0	1	1	0	1	0	0	1	6	0	1	30	0	0	0	2	2	0	6	0	1	2	4	0	1	2	0	12	0	1	4	1	0	3	0	0	3	5	6	0	1	0	0	2	0	1	1	0	0	1	0	1	0	3	0	3	0	0	0	5	0	1	6	4	2	15	1	2	0	2	2	1	2	0	1	0	1	0	1	0	2	1	11	0	0	0	0	1	1	0	0	0	19	1	3	0	0	0	2	0	0	5	0	0	0	2	0	1	1	3	2	2	2	0	0	0	2	1	1	6	0	1	0	0	1	0	0	3	0	4	2	6	0	0	1	1	1	1	2	2	0	0	2	1	0	0	0	0	5	2	1	0	0	0	4	0	0	0	0	0	0	1	2	1	7	3	2	0	1	1	3	4	0	0	1	2	0	0	0	2	1	4	4	0	0	1	0	1	0	5	1	0	4	0	5	4	3	3	0	0	6	1	2	0	1	2	1	0	7	0	0	2	0	2	0	4	0	2	2	3	1	0	0	1	2	0	3	2	2	0	2	0	1	1	1	0	1	3	3	1	0	11	1	3	0	0	0	1	2	2	1	1	1	5	0	1	0	1	0	0	0	0	0	0	1	2	1	1	3	9	1	2	1	3	5	1	10	0	5	0	0	0	2	0	5	2	3	0	2	1	1	2	0	3	1	1	1	1	2	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	2	1	2	1	0	0	0	8	1	3	0	2	0	6	0	4	8	1	1	4	2	0	1	0	1	1	3	1	2	0	1	3	3	3	2	2	1	1	1	0	1	2	1	2	2	1	0	9	0	1	11	1	3	1	2	0	0	1	0	1	0	2	0	2	0	1	1	1	2	2	2	1	0	1	1	5	5	0	0	1	0	5	5	0	1	0	3	0	1	0	0	1	0	2	7	0	1	0	2	4	2	2	0	1	1	0	0	0	7	4	1	1	0	1	1	3	0	0	0	0	2	0	0	0	0	1	0	0	3	4	0	3	1	0	2	0	1	0	3	3	0	1	0	4	1	1	8	6	1	0	2	0	1	3	0	4	0	5	2	0	0	1
Looks, Brains and Growing Pains	0	6	0	0	0	0	3	0	0	0	0	0	1	0	5	3	5	2	1	0	3	3	0	0	0	6	4	1	0	6	0	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	1	4	2	10	1	0	0	0	2	0	0	0	0	0	1	3	0	0	1	1	2	2	0	1	0	2	0	0	1	0	0	2	0	0	0	7	1	0	0	0	0	0	2	1	4	6	0	2	13	0	0	2	1	3	0	1	3	0	1	1	6	4	0	2	1	0	0	0	0	0	0	0	0	0	1	3	0	1	8	3	0	4	4	1	0	1	0	0	9	1	3	0	0	3	5	2	2	0	0	0	0	0	0	4	2	7	0	3	0	0	1	1	7	0	1	1	1	0	1	8	0	0	14	0	1	0	1	0	0	1	0	2	0	0	3	2	2	3	4	1	1	3	3	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	1	0	7	5	7	1	0	0	1	0	0	2	0	0	1	1	4	0	0	1	1	0	0	2	0	2	0	0	6	2	2	1	1	1	0	1	0	3	1	1	0	1	0	0	0	0	1	0	2	0	4	2	1	0	1	0	2	1	0	1	0	0	4	5	0	0	2	0	2	1	3	0	1	0	3	0	7	0	1	1	4	0	3	5	1	0	0	2	0	1	0	1	2	0	1	1	0	3	0	3	0	0	1	2	0	1	1	1	0	0	1	3	2	0	7	1	0	0	0	1	1	2	0	0	1	1	1	1	1	1	1	0	1	3	0	3	1	0	0	0	4	9	0	0	1	1	5	0	0	0	0	0	0	4	0	0	0	1	4	0	1	2	1	0	1	0	0	0	1	2	0	0	1	0	5	6	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0	3	0	0	0	0	4	0	1	1	1	1	2	0	1	0	2	2	4	2	2	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	9	1	0	0	4	3	0	0	0	0	2	0	1	0	1	0	1	1	0	1	1	0	2	0	0	0	1	0	3	1	0	3	0	2	0	0	0	2	1	1	2	0	0	1	2	0
Altered Flamingo's Nest	3	0	0	6	4	5	0	0	4	0	0	5	0	1	0	7	0	3	3	1	4	2	1	0	1	28	4	0	0	0	0	1	0	4	2	1	0	2	1	0	21	2	0	21	0	0	5	2	0	0	0	0	0	1	1	2	1	1	4	2	0	1	1	18	3	2	3	0	0	1	0	2	3	1	1	4	15	18	0	5	0	0	7	3	0	8	0	0	0	4	2	8	3	0	0	3	1	7	28	0	1	0	0	23	2	0	2	1	0	6	10	2	2	3	3	8	2	1	8	2	2	1	7	0	2	4	2	1	0	1	0	4	6	1	0	0	0	4	1	0	3	2	1	3	8	0	5	3	7	0	0	0	2	0	1	0	11	0	6	0	3	0	6	0	0	7	2	11	5	4	0	2	1	1	16	0	1	4	1	13	45	12	5	1	2	0	1	36	0	2	0	5	6	10	1	5	4	2	1	0	0	0	41	10	1	8	0	3	3	0	2	0	0	1	0	4	1	0	7	1	0	4	0	0	6	4	12	4	0	2	13	0	0	1	2	4	1	0	1	2	0	1	2	8	13	1	0	2	0	1	0	2	21	1	0	1	1	2	0	2	0	1	8	2	1	4	4	4	2	3	0	0	1	0	2	6	11	1	1	0	1	1	1	1	0	0	0	0	0	1	8	14	9	0	0	3	0	2	3	3	1	0	2	3	2	3	1	5	1	1	3	1	2	6	1	1	7	0	47	0	6	0	7	0	11	2	6	0	1	14	0	6	2	0	1	1	2	1	1	31	1	8	0	3	2	3	0	0	1	0	1	0	0	1	3	2	4	4	7	0	2	0	5	2	0	14	0	0	1	1	0	0	1	3	2	1	0	0	2	3	1	3	0	1	1	0	0	2	2	5	0	1	3	2	0	2	0	1	7	0	0	2	4	1	2	5	2	6	4	2	1	1	1	1	4	1	1	2	5	2	2	2	1	0	1	2	1	7	1	1	1	0	1	3	0	1	0	0	2	8	4	0	12	5	1	0	1	3	0	2	3	0	0	0	1	2	2	6	74	5	1	1	15	0	2	1	2	5	8	4	1	1	0	0	1	0	0	0	0	1	5	6	2	5	0	5	0	1	7	2	0	0	8	0	0	0	0	0	22	0
The trials and tribulations of a silly man.	3	7	0	0	1	2	5	2	0	0	2	0	1	0	2	0	1	0	4	0	1	0	0	0	2	0	3	1	1	1	12	0	3	1	6	5	0	0	11	0	0	2	0	1	2	0	6	0	2	6	2	1	0	1	0	12	7	2	0	2	0	1	4	0	2	0	1	0	1	1	1	1	0	5	4	0	1	0	0	1	3	5	13	1	0	2	5	1	0	1	7	1	0	8	1	0	0	2	0	0	2	0	6	0	2	1	3	5	0	1	0	0	1	3	0	1	1	4	2	0	1	1	0	0	0	0	7	1	0	1	22	4	3	1	2	0	3	0	3	2	5	3	3	1	0	1	0	2	2	8	3	0	1	5	5	5	0	0	0	1	2	0	1	24	2	0	1	1	4	6	62	0	1	3	1	3	5	0	4	0	5	0	0	3	2	2	3	0	1	1	1	4	1	0	1	3	4	4	1	1	4	1	0	4	7	0	3	0	2	0	3	0	6	3	1	0	5	2	1	5	8	1	7	4	0	1	0	0	0	3	6	1	0	0	1	0	3	1	0	5	0	1	0	0	1	1	0	0	1	2	7	1	0	2	2	5	1	0	5	4	1	3	2	0	1	0	4	2	1	0	0	2	1	5	4	0	0	0	6	3	5	0	2	0	3	10	1	0	1	5	4	0	7	3	3	2	0	4	3	3	3	0	4	4	8	5	1	0	1	18	4	1	17	1	0	2	0	4	0	1	2	0	3	0	0	4	0	0	0	0	1	0	1	5	1	1	0	5	1	0	0	5	0	0	2	0	17	5	4	1	0	1	2	4	5	4	8	2	0	0	2	0	2	9	3	2	0	0	0	1	3	7	2	4	2	10	3	2	15	0	3	2	2	3	4	2	2	0	0	3	0	3	11	1	7	1	4	2	1	0	1	2	0	0	8	1	1	0	1	1	0	1	4	6	1	0	2	2	0	6	0	1	1	3	7	0	0	0	7	1	4	2	0	1	6	2	0	5	1	0	3	2	4	2	1	1	2	3	0	0	2	4	0	3	2	1	0	0	0	0	0	0	0	0	0	0	4	1	1	0	2	1	4	0	1	49	3	18	0	4	0	2	0	0	0	2	5	4	0	1	0	3	0	18	0	1	0	1	0	1
Beat My Head Against A Wall	3	0	0	2	40	19	1	1	1	0	5	0	0	2	2	0	1	10	0	1	1	0	0	7	0	0	14	2	0	4	9	13	0	7	2	5	0	0	8	0	1	0	0	0	2	1	0	0	0	5	1	4	1	5	1	17	0	0	3	4	9	0	0	0	1	2	1	0	1	16	2	2	0	4	0	2	0	0	0	1	2	0	0	6	1	1	3	0	0	0	2	1	0	0	4	0	4	6	1	0	2	3	0	1	20	0	1	7	6	2	0	6	6	1	4	2	0	0	0	0	2	0	0	0	2	1	1	1	0	0	0	1	2	12	1	0	7	3	1	0	0	0	1	2	1	1	2	1	1	0	1	1	1	2	2	0	0	2	0	0	3	0	2	47	1	0	0	1	4	2	0	0	1	1	0	0	3	0	1	2	3	6	1	21	5	1	0	2	2	0	0	4	6	2	1	1	0	0	2	0	1	0	8	0	0	0	0	0	5	3	3	0	2	1	0	3	0	0	0	0	1	1	0	0	7	0	0	5	0	1	0	1	0	1	1	1	2	0	13	2	0	0	1	5	0	3	0	1	3	2	0	0	0	0	1	1	1	4	7	5	3	0	0	1	0	1	0	2	0	2	14	0	1	7	3	2	3	0	2	0	0	3	0	0	3	2	5	0	0	1	1	4	3	3	3	3	0	2	1	0	0	1	1	0	1	0	1	0	0	6	0	4	0	1	2	3	0	6	3	4	0	1	2	0	5	0	0	0	8	3	3	0	2	5	0	0	2	0	2	3	0	7	3	1	0	0	0	0	1	0	1	1	2	0	2	1	1	2	1	1	1	0	0	2	0	1	2	3	6	2	2	1	0	1	0	1	0	0	0	3	0	1	0	1	3	0	1	1	0	13	1	1	0	0	2	1	5	1	1	1	1	0	2	0	0	4	0	4	0	1	1	1	0	3	2	4	2	1	4	0	0	1	5	0	0	2	5	0	0	1	3	0	0	2	4	5	1	0	3	0	0	0	1	1	4	4	0	1	0	0	2	1	2	2	0	0	0	1	0	6	0	0	0	1	1	0	0	0	0	0	1	2	3	1	1	33	1	20	3	5	1	1	2	1	0	0	2	3	1	0	7	0	4	0	6	1	1	3	0	0
Counting the blessings....	0	0	0	5	9	3	66	0	1	123	45	0	1	0	42	22	3	10	2	0	2	13	12	0	0	9	1	27	25	25	3	3	43	2	6	19	2	0	8	4	3	1	8	0	2	9	9	13	1	8	0	5	0	3	5	0	1	16	0	0	0	1	3	3	7	1	2	0	5	29	29	3	9	1	4	0	0	2	0	2	4	3	12	12	3	3	0	5	1	2	3	0	1	6	1	0	3	2	16	0	10	11	6	10	5	1	3	3	0	4	0	0	16	4	1	7	2	0	9	6	2	0	18	7	1	5	41	3	1	0	1	5	4	3	1	12	8	5	11	1	10	3	5	3	1	3	1	0	6	6	1	6	1	13	2	4	0	11	3	13	11	0	2	1	0	1	9	0	1	3	5	3	2	3	2	9	2	17	6	3	9	1	5	4	29	5	21	4	26	4	1	4	5	5	5	1	0	6	0	1	1	0	0	2	7	0	9	0	6	39	0	74	2	14	1	0	4	2	6	6	7	1	3	0	0	5	1	16	1	8	8	4	6	3	4	3	3	1	1	2	4	5	7	0	0	3	0	0	4	0	3	7	3	7	17	2	0	6	6	1	2	9	11	13	1	8	4	1	3	0	5	9	2	0	2	1	1	4	5	7	2	13	0	0	10	0	0	3	3	21	3	5	0	10	8	4	1	4	7	3	5	3	6	1	7	2	3	4	4	5	4	1	4	4	1	13	1	2	7	3	3	0	1	0	0	1	2	2	0	3	3	2	2	6	2	1	2	1	6	0	3	2	0	0	3	1	4	2	2	41	3	3	0	4	2	3	2	7	7	11	7	8	2	1	1	2	1	14	1	2	8	11	11	9	0	18	4	2	6	5	1	6	2	1	6	1	10	20	5	2	8	1	2	1	7	6	2	3	0	2	0	0	0	9	7	2	4	1	1	5	2	3	6	5	6	0	1	0	0	1	1	0	9	4	6	6	5	0	4	6	0	2	4	4	1	1	3	12	3	0	3	0	2	3	2	5	8	6	22	2	3	19	5	2	0	3	4	5	1	7	4	0	9	4	0	1	2	0	1	9	4	1	3	1	3	0	3	3	4	6	2	2	3	6	16	1	2	3	2	5	3	5	0	3	0	9	13	2	7	1
words of advice for young people	16	2	0	2	5	7	7	0	1	0	0	0	2	2	0	0	2	1	5	1	1	3	0	9	5	1	11	3	5	0	1	1	4	1	0	0	0	7	3	0	7	3	0	0	4	1	2	0	1	6	4	0	0	4	10	3	1	0	3	2	0	10	1	0	1	3	1	4	2	0	0	1	0	1	0	0	1	0	3	2	1	6	0	8	2	2	2	12	2	1	0	2	2	4	4	0	1	3	1	1	1	6	4	0	3	3	8	0	0	0	1	1	2	0	1	1	0	0	0	3	1	0	0	0	0	0	0	3	10	0	0	0	4	2	8	0	0	3	2	3	2	1	0	0	0	1	1	8	2	8	0	0	6	2	0	2	0	0	0	1	0	2	1	11	0	0	3	1	1	2	0	0	0	2	2	2	7	0	0	2	0	1	1	0	1	4	1	1	0	0	2	0	5	0	0	0	4	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	2	5	1	2	1	1	0	0	0	0	3	2	0	3	1	0	3	1	0	6	1	4	0	1	0	1	1	0	0	0	1	2	5	1	0	2	4	0	0	1	2	0	0	0	0	1	1	4	1	1	0	0	0	1	3	2	0	0	0	0	1	0	0	0	4	0	0	5	10	2	3	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	5	1	1	0	2	0	0	1	0	0	0	2	1	0	0	7	0	0	1	2	0	0	0	1	0	0	1	7	5	3	3	4	0	0	1	2	1	0	4	5	0	1	2	0	0	0	0	1	1	2	1	0	0	0	0	4	1	1	1	3	0	1	1	0	1	0	5	1	0	13	2	1	0	2	4	1	1	0	0	2	3	0	0	1	2	1	4	0	0	2	1	1	1	3	1	1	2	1	7	1	0	3	0	1	0	1	0	0	2	4	0	0	0	1	3	2	3	0	0	2	2	0	0	0	0	0	0	1	3	0	2	3	2	2	0	0	5	1	1	0	2	2	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	2	0	2	0	2	0	4	0	2	1	0	1	0	0	0	2	0	0	5	0	0	1	1	0	3	0	0	0	0
Sing your Song	0	1	0	3	0	1	1	0	0	1	0	1	0	0	5	12	0	1	0	0	1	0	1	0	2	2	1	0	1	2	0	2	1	1	3	0	0	0	1	0	2	0	0	0	1	0	0	0	2	3	0	6	0	0	1	0	1	9	1	1	0	0	1	7	2	0	0	0	1	0	0	0	1	0	1	3	4	0	0	1	2	0	1	0	0	0	2	0	0	0	6	0	1	0	3	0	0	0	2	0	2	0	0	4	1	2	0	1	0	0	12	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	5	0	0	0	2	0	3	2	3	0	0	1	1	0	0	0	1	0	1	0	0	2	0	1	2	0	9	2	2	1	3	0	2	0	2	1	2	0	0	0	1	0	4	3	2	3	0	2	2	1	1	6	1	0	2	0	1	4	0	2	0	0	2	1	2	1	3	7	1	0	5	4	0	2	1	0	3	3	3	0	2	2	0	0	3	0	1	0	2	1	0	0	1	6	3	0	0	2	0	0	0	0	1	4	1	9	0	7	0	0	1	1	12	7	0	5	0	0	1	6	1	0	0	0	1	1	7	4	7	2	1	4	0	3	0	4	0	1	0	0	0	5	1	1	1	1	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	1	0	3	0	2	2	0	2	3	0	2	1	0	1	3	0	1	0	0	2	2	4	0	0	3	0	2	6	1	0	2	0	1	5	0	4	4	0	2	7	0	1	3	0	2	3	1	0	0	0	5	2	1	1	4	0	0	1	1	0	2	0	0	1	0	0	4	0	5	1	5	2	0	0	3	1	0	0	1	1	0	2	1	1	2	0	0	1	5	0	5	0	0	1	0	5	0	3	1	0	0	2	3	3	2	0	0	2	3	0	21	1	0	2	3	2	2	2	0	0	5	0	0	0	2	6	2	12	0	0	0	0	3	3	0	0	1	0	5	0	2	0	2	5	0	2	5	4	1	0	1	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	1	3	6	6	1	4	1	3	4	2	1	2	0	1	0	8	0	0	0	4	2	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0
Back of the Box	3	0	1	5	14	7	9	0	0	1	2	0	0	0	4	1	5	10	7	6	4	5	2	2	27	1	3	5	1	18	5	7	15	8	6	3	2	2	5	0	21	4	1	0	9	2	16	0	6	13	1	0	3	16	7	15	2	7	6	2	18	3	7	13	7	0	4	0	5	0	7	4	0	2	7	6	8	4	0	11	15	2	9	2	0	4	9	6	0	2	6	1	8	2	5	4	8	9	4	1	0	10	3	4	12	52	1	61	0	13	5	22	7	4	2	4	0	0	0	6	8	1	2	19	3	2	5	2	2	0	0	20	17	10	1	0	4	5	4	3	18	4	6	8	1	3	2	1	6	7	3	2	11	4	16	4	5	3	2	2	9	1	9	8	4	3	6	8	17	2	0	3	0	4	36	8	1	0	5	6	4	2	0	4	6	11	9	2	13	2	20	7	3	3	4	3	4	20	9	4	4	2	0	10	3	1	3	0	2	7	5	0	8	2	0	0	7	5	1	6	17	12	4	3	5	17	0	3	0	8	6	0	0	6	11	1	8	6	0	8	4	13	3	4	2	2	0	12	6	4	7	2	8	4	0	8	19	13	12	0	1	2	5	11	6	7	7	8	4	1	5	8	3	5	14	2	3	3	6	0	3	0	1	2	0	7	7	2	7	4	6	3	2	6	6	1	2	1	7	0	2	10	13	3	4	3	2	3	6	6	15	6	13	5	8	4	2	5	3	4	1	4	2	5	8	17	2	0	3	5	8	13	3	4	7	0	4	18	2	5	2	3	2	8	2	3	2	13	2	2	2	0	3	9	7	2	7	3	0	7	2	2	2	13	2	8	0	3	2	4	4	6	6	2	24	5	5	2	3	3	5	3	1	10	5	6	8	6	7	13	3	10	5	7	4	14	7	2	11	5	1	3	2	3	6	6	1	12	0	8	12	0	7	9	0	2	9	8	1	6	0	10	13	0	8	2	4	1	6	1	12	6	3	5	3	6	2	0	7	3	3	3	2	3	5	15	3	2	1	3	2	5	1	9	2	18	4	3	2	3	5	1	0	0	5	0	14	5	29	9	3	3	4	1	4	1	2	7	0	2	13	8	1	6	0	5	5	5	1	2	2	18	27	6	0	11	5	8	0	3
life in slow motion	0	0	0	0	2	5	13	2	0	0	8	0	1	0	3	3	0	0	0	1	0	1	0	0	0	4	1	1	1	2	6	0	10	1	1	1	0	1	3	0	0	0	5	0	0	0	0	0	1	0	1	0	1	0	1	4	0	6	0	0	1	0	2	4	0	0	2	0	0	0	1	0	0	3	15	2	2	0	0	1	3	0	0	0	0	1	0	3	0	1	2	0	0	2	2	0	4	3	0	0	1	1	2	0	0	5	0	0	0	1	1	0	2	1	0	2	0	0	1	1	5	1	6	11	2	1	13	9	0	2	1	1	0	1	1	0	2	0	0	0	1	1	5	0	0	1	0	1	0	0	1	2	6	1	4	2	0	0	2	5	8	0	10	7	2	0	3	0	0	2	1	0	1	2	1	3	0	1	0	3	2	1	2	1	1	0	2	0	6	0	1	3	1	0	5	0	0	0	0	0	0	5	0	10	2	0	0	0	0	0	0	0	0	10	2	1	0	0	2	0	0	0	0	1	0	6	0	2	2	5	1	0	0	0	6	0	2	3	0	2	0	3	6	2	4	4	1	0	4	0	2	0	0	1	1	2	1	4	9	0	0	1	1	0	5	0	1	0	0	1	1	0	2	6	1	0	0	2	15	5	3	19	0	4	2	2	3	0	0	3	0	0	0	0	11	2	0	0	3	22	10	4	3	1	0	3	1	2	6	0	0	0	1	1	0	2	0	1	4	0	0	3	0	0	1	4	0	0	2	0	1	2	1	0	2	0	0	0	0	1	5	2	0	9	0	0	0	1	0	0	5	0	0	1	1	1	1	1	0	0	0	0	1	2	1	1	0	2	0	2	3	6	4	6	3	0	2	0	5	3	1	0	0	2	2	53	1	3	0	3	0	2	0	0	0	1	3	1	0	0	0	0	1	1	1	1	0	3	0	4	2	1	1	0	0	5	0	1	4	0	3	1	0	0	0	1	1	0	0	2	4	1	0	1	2	1	0	0	2	0	1	1	1	0	0	2	20	1	0	0	1	3	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	9	0	0	1	3	0	10	1	2	2	0	1	3	0	0	1	0	0	6	4	0	0	11	5	0	1	0	4	0
this too shall pass...	0	15	3	2	4	0	0	0	0	0	0	0	0	0	2	1	1	4	3	2	5	0	5	0	2	7	0	2	3	7	1	1	1	6	1	2	0	1	3	0	1	0	2	0	4	5	22	0	6	5	0	0	0	5	3	5	0	3	2	3	3	1	0	0	2	2	1	0	0	0	2	4	0	1	1	6	6	2	0	0	15	3	10	15	0	3	0	2	1	5	2	1	7	0	2	0	0	1	1	2	2	2	0	0	1	9	2	13	0	5	17	1	3	6	1	2	0	1	1	7	0	13	4	4	0	1	1	3	1	2	0	12	13	3	0	0	2	1	0	1	7	6	2	15	1	1	1	1	3	7	3	0	0	1	1	4	0	6	3	4	6	0	0	1	1	1	3	0	4	3	0	1	2	5	1	7	7	4	0	1	3	2	1	1	6	8	8	1	7	5	0	5	0	3	0	6	1	1	2	2	1	0	0	5	4	1	1	2	0	7	6	0	0	4	0	2	4	0	5	6	6	15	2	2	1	4	0	9	0	8	1	0	0	0	3	5	0	2	0	10	2	6	3	10	3	3	1	2	2	3	3	1	0	0	2	4	4	2	0	9	1	3	5	1	3	1	3	9	4	0	1	2	2	5	1	0	3	2	1	1	1	0	2	0	1	0	0	0	0	4	1	0	0	1	1	4	1	5	2	0	3	4	2	0	3	2	2	0	1	9	1	0	4	3	1	0	0	3	1	4	1	0	1	0	15	2	5	0	1	1	6	1	1	3	3	7	3	0	0	0	4	1	1	3	1	1	3	6	1	7	1	2	0	0	5	2	0	3	0	0	0	5	2	0	8	2	0	0	1	4	13	1	0	0	4	3	8	1	4	2	4	0	1	10	6	1	1	0	2	10	10	4	6	0	9	5	0	3	2	3	1	2	1	1	2	0	2	7	1	5	1	0	4	6	2	4	0	1	1	1	0	0	0	0	6	0	2	1	3	4	1	2	3	1	4	0	4	7	2	1	0	2	1	0	0	4	0	8	0	0	2	2	0	3	2	1	1	2	3	5	1	0	0	0	7	0	4	12	2	4	1	1	4	2	4	0	3	0	8	0	2	4	0	2	0	3	0	9	2	1	0	7	2	0	19	0	1	1	0	7
EverPost	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	5	1	0	4	0	0	0	0	2	1	1	2	1	0	3	0	0	2	1	0	1	0	0	1	0	1	0	0	0	3	1	1	0	11	2	0	3	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	0	2	0	1	1	0	0	0	0	1	3	0	0	2	3	24	0	2	1	1	1	2	1	0	0	1	0	3	2	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	4	0	3	0	0	2	2	2	0	0	0	1	3	2	0	0	3	0	0	2	1	0	0	3	1	1	0	0	0	0	1	21	0	6	2	1	0	1	6	1	6	0	0	0	0	1	1	1	1	2	0	0	0	0	1	1	1	0	0	1	0	3	2	4	0	1	1	0	0	2	2	0	3	2	1	1	1	1	0	3	1	1	1	0	6	0	4	0	0	4	0	0	1	1	0	0	5	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	3	0	1	2	1	0	1	0	0	0	1	1	3	0	0	2	3	0	0	0	1	4	2	2	0	2	0	0	3	0	0	0	2	0	0	1	0	1	1	0	0	1	0	0	0	1	2	3	0	1	0	1	1	1	0	1	4	1	0	0	0	3	1	0	0	1	0	1	2	4	0	0	0	0	2	3	2	1	2	1	0	1	1	0	0	4	0	0	0	0	0	1	0	0	0	0	1	1	5	1	1	0	2	0	0	1	0	0	4	0	0	1	2	1	0	0	0	3	6	4	0	6	2	2	0	0	0	0	2	0	0	0	1	0	0	3	0	1	2	0	1	1	0	0	0	1	0	0	1	0	0	0	5	0	6	0	0	1	2	1	0	1	0	0	4	1	1	2	0	0	0	3	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	1	1	0	0	0	0	0	0	1	2	2	0	4	0	0	0	0	2	2	0	0	1	0	0	0	0	0	1	1	0	0	1	3	0	0	0	3	3	4	0	0	1	2	3	1	3	0	0	0	0	0	1	0	3	0	1	1	2
